x,y,cluster,keywords,citation,full_name,year
6.759924,2.663542,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to computer security and e-crime measures,Linda Jean Camp,2021
6.967397,4.648685,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to complexity theory and combinatorial optimization,Luca Trevisan,2021
6.578897,4.467404,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to computational complexity, information theory, and algorithmic mechanism design",Mark Braverman,2021
5.680103,4.805565,4,"contributions, database, data, management, systems, query",For contributions to data structures for biocomputing and big data,Martin Farach-Colton,2021
8.011455,6.232616,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to robotic manipulation and manipulation path planning,Matthew T Mason,2021
5.87964,7.7275453,8,"human, contributions, interaction, computer, computing, design","For contributions to system-level design, embedded systems and assistive technologies for the visually impaired",Meenakshi Balakrishnan,2021
9.067105,7.0579815,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to visual tracking, face processing, and low-level vision",Ming-Hsuan Yang,2021
6.681469,6.6060305,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to data mining algorithms and foundations,Mohammed Zaki,2021
8.967959,7.1979976,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to human action recognition in video and leadership for undergraduate research experience,Mubarak Ali Shah,2021
5.8743453,6.100803,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to artificial intelligence and multiagent systems and their applications in service-oriented computing and sociotechnical systems,Munindar P. Singh,2021
6.5597916,2.9835608,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to data privacy, access control, and trust management",Ninghui Li,2021
2.3319695,5.814487,2,"contributions, software, programming, languages, verification, systems",For contributions to software architecture,Paola Inverardi,2021
5.6418495,6.8396335,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to peer-to-peer systems and online social networks,Ben Y. Zhao,2021
8.663582,6.07834,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to computer graphics, geometry processing and visual computing",Daniel Cohen-Or,2021
4.1584783,3.96139,6,"contributions, parallel, computing, memory, performance, design","For contributions to high-performance computing systems, graph analytics, and technical leadership in parallel computing",David A Bader,2021
5.470806,6.3910913,8,"human, contributions, interaction, computer, computing, design","For contributions to electronic design automation, including design for manufacturing and physical design",David Z. Pan,2021
6.1921067,6.894371,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to information and social network mining,Jie Tang,2021
6.763019,2.7489324,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to data security and privacy,Pierangela Samarati,2021
6.9397807,3.4072864,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to the foundations of cryptography,Rafail Ostrovsky,2021
8.589698,6.0037403,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to geometric modeling and computer graphics,Wenping Wang,2021
6.892117,3.9257119,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to cryptography, online algorithms, and algorithmic game theory",Amos Fiat,2021
2.3653824,3.997928,6,"contributions, parallel, computing, memory, performance, design",For contributions to computer architecture and compilers,David R Kaeli,2021
1.4247655,5.0917306,2,"contributions, software, programming, languages, verification, systems",For contributions to software verification,Ranjit Jhala,2021
4.025644,3.6329632,6,"contributions, parallel, computing, memory, performance, design",For contributions to high-performance computing in storage and parallel I/O,Robert B Ross,2021
6.590341,6.070573,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to online learning and decision problems,Robert Kleinberg,2021
4.45445,1.6275457,8,"human, contributions, interaction, computer, computing, design",For contributions to physiological signal sensing for individual health and wellbeing,Rosalind Wright Picard,2021
1.3373489,4.886073,2,"contributions, software, programming, languages, verification, systems","For contributions in process algebra, model checking, and runtime verification",Scott Smolka,2021
1.5469372,5.4227014,2,"contributions, software, programming, languages, verification, systems","For contributions to software verification, software testing, and programming languages",Shaz Qadeer,2021
5.9307437,5.9424167,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to automated planning, resource-bounded reasoning, and multi-agent systems",Shlomo Zilberstein,2021
9.000625,6.3558044,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to modeling the appearance of physical materials,Steve Marschner,2021
6.8966804,6.984014,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to statistical machine learning for information analysis, extraction, and integration",Sunita Sarawagi,2021
6.7871747,2.6556432,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to cyber security, data protection, and privacy",Sushil Jajodia,2021
8.91331,6.2691736,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to acquisition, representation, analysis, rendering, and fabrication of 3D models",Szymon Rusinkiewicz,2021
4.3764625,2.652515,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to power, thermal, and reliability management",Tajana Rosing,2021
1.6254032,5.867133,2,"contributions, software, programming, languages, verification, systems",For contributions to software testing and analytics,Tao Xie,2021
7.046126,6.206096,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to bioinformatics and medical informatics,Thomas Lengauer,2021
1.7577394,6.0301785,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to mining software repositories and defect prediction,Thomas Zimmermann,2021
4.0162168,2.0590003,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to the design of power-constrained and real-time embedded systems,Xiaobo Sharon Hu,2021
4.8644404,5.2379994,4,"contributions, database, data, management, systems, query","For contributions to data integration, sharing, and management for scientific applications",Zachary Ives,2021
5.0619407,1.3026289,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to communication and security protocols for ad hoc and sensor networks,Zygmunt J. Haas,2021
6.84021,3.0293305,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to data privacy and cryptography,Adam Smith,2020
6.9743485,3.4513338,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to the field of cryptography,Adi Shamir,2020
7.075964,5.3425913,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to algorithms and languages for numerical and scientific computing,Alan Edelman,2020
4.454978,4.5905023,6,"contributions, parallel, computing, memory, performance, design",For contributions to storage and computer systems,Andrea Arpaci-Dusseau,2020
2.1437743,5.3479238,2,"contributions, software, programming, languages, verification, systems","For contributions to programming languages: their principles, logic, usability, and trustworthiness",Andrew D. Gordon,2020
5.7689056,7.0214047,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to the understanding of the web and web-based social networks,Andrew Tomkins,2020
3.776855,2.7157383,6,"contributions, parallel, computing, memory, performance, design",For contributions to the design of energy-efficient and resilient computer architectures,Antonio Gonzalez,2020
5.2127934,3.1177766,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to networks and distributed computer systems,Arvind Krishnamurthy,2020
6.9720144,7.656257,7,"contributions, learning, intelligence, artificial, mining, machine",For human-centered and linguistically inspired approaches to natural language processing,Bonnie J Dorr,2020
6.734877,2.5939584,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to network forensics, security, and privacy, and for thwarting crimes against children",Brian Levine,2020
2.203116,5.962745,2,"contributions, software, programming, languages, verification, systems","For contributions to the theory of programming, and its application to the practice of engineering of software",C. Antony R. Hoare,2020
4.5083323,1.5872816,1,"contributions, systems, wireless, internet, networks, distributed","For design and development of the Linux Watch and SoulPad, which influenced wearable and mobile systems",Chandra Narayanaswami,2020
1.5071063,4.9003363,2,"contributions, software, programming, languages, verification, systems",For contributions to static and dynamic program debugging and verification methods,Cormac Flanagan,2020
2.8451796,3.1714966,6,"contributions, parallel, computing, memory, performance, design",For contributions to software and hardware design for power-efficient computer architectures,David Brooks,2020
5.0974746,2.9328434,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to networking infrastructure, including data center networking, network operating systems, and cloud networking",David Maltz,2020
4.3318443,2.1496775,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to adaptive real-time systems, real-time virtualization, and wireless cyber-physical systems",Chenyang Lu,2020
6.7207713,5.540069,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to automated algorithm selection and configuration for optimization and machine learning,Holger H. Hoos,2020
7.117845,6.1592803,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to bioinformatics, computational biology, knowledge mining and semantic data integration",Cathy H Wu,2020
9.081452,6.945784,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to probabilistic state estimation, RGB-D perception, and learning for robotics and computer vision",Dieter Fox,2020
3.3005595,2.4852715,6,"contributions, parallel, computing, memory, performance, design",For contributions to architectures and design tools for signal processing and networking accelerators,Keshab K. Parhi,2020
2.0182714,6.28765,2,"contributions, software, programming, languages, verification, systems","For contributions to empirical research on agile software development, software security, and software engineering education",Laurie Ann Williams,2020
3.1093132,2.9971256,6,"contributions, parallel, computing, memory, performance, design","For contributions to the design, modeling and benchmarking of computer architectures",Lizy Kurian John,2020
5.755797,7.944725,8,"human, contributions, interaction, computer, computing, design","For contributions to human-computer interaction, information retrieval, computer-supported cooperative work, and accessibility",Meredith Ringel Morris,2020
6.1253242,8.038312,8,"human, contributions, interaction, computer, computing, design","For contributions to game design, game and virtual reality networking, and body tracking",Michael J Zyda,2020
5.781956,2.1708062,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to network measurement and analysis,Nicholas Duffield,2020
5.701528,7.012644,0,"security, contributions, privacy, cryptography, systems, internet",For research on the vulnerability of social media networks to disinformation and manipulation,Filippo Menczer,2020
2.5680053,5.19833,2,"contributions, software, programming, languages, verification, systems","For contributions to the science of programming languages, particularly their operational and denotational semantics",Gordon Plotkin,2020
6.917907,5.1354094,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to numerical algorithms, data analytics, and leadership in computational science and engineering",Haesun Park,2020
8.573109,7.2524633,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to large-scale multimedia content understanding, indexing and retrieval",Heng Tao Shen,2020
6.932935,7.263024,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to information retrieval, including topic detection and tracking",James Allan,2020
5.9887314,8.136951,8,"human, contributions, interaction, computer, computing, design",For contributions to design research in human-computer interaction,Jodi Forlizzi,2020
7.755323,6.5792394,8,"human, contributions, interaction, computer, computing, design","For contributions in robotics, machine perception, human-computer interaction, and ubiquitous computing",John Canny,2020
1.3892028,4.799749,2,"contributions, software, programming, languages, verification, systems",For contributions to model checking of software and probabilistic systems,Joost-Pieter Katoen,2020
1.5416234,4.779329,2,"contributions, software, programming, languages, verification, systems",For the development of logical methods for design and verification of computational systems,Jose Meseguer,2020
4.733706,3.256332,6,"contributions, parallel, computing, memory, performance, design",For contributions to the development of operating systems theory and for the implementation of the UNIX operating system,Kenneth Lane Thompson,2020
6.2264137,5.6893377,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to artificial intelligence, including computational game theory, multi-agent systems, machine learning, and optimization",Kevin Leyton-Brown,2020
5.284353,1.576397,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to wireless system security and cloud data security,Kui Ren,2020
8.844205,6.3109794,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to computer graphics,Kun Zhou,2020
5.428441,2.0523705,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to network control and optimization with applications in communication networks,Leandros Tassiulas,2020
1.5910509,5.7376394,2,"contributions, software, programming, languages, verification, systems",For contributions to automated software testing,Lionel Briand,2020
5.997434,7.7576084,8,"human, contributions, interaction, computer, computing, design",For contributions to socially assistive robotics and human-robot systems,Maja Mataric,2020
4.092127,3.9729402,6,"contributions, parallel, computing, memory, performance, design",For contributions to high-performance parallel and distributed computing and computational science,Manish Parashar,2020
6.7179003,4.137664,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to the foundations of computational complexity theory and its application to cryptography and program checking,Manuel Blum,2020
6.9483647,3.3406792,0,"security, contributions, privacy, cryptography, systems, internet",For the invention of asymmetric public-key cryptography and the promulgation of a practical cryptographic key-exchange method,Martin Hellman,2020
6.2255497,7.9944077,8,"human, contributions, interaction, computer, computing, design","For contributions to human-computer interaction, including scenario-based design",Mary Beth Rosson,2020
8.477649,5.70428,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to geometry processing and discrete differential geometry,Mathieu Desbrun,2020
8.902731,7.181142,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to face recognition, computer vision, and multimodal interaction",Matthew A Turk,2020
6.8510604,3.897562,5,"contributions, algorithms, theory, complexity, computational, design","For fundamental, pioneering contributions to the theory of computation, probabilistic algorithms, and cryptography",Michael O. Rabin,2020
6.923289,3.4838223,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to the foundations of cryptography and theoretical computer science,Moni Naor,2020
6.9506783,4.7012553,5,"contributions, algorithms, theory, complexity, computational, design","For design of efficient algorithmic techniques for big data, hashing, approximation algorithms, and metric embeddings",Moses Charikar,2020
1.831118,6.1166844,2,"contributions, software, programming, languages, verification, systems",For contributions to empirical software engineering and data-driven software development,Nachiappan Nagappan,2020
3.2949383,2.7825499,6,"contributions, parallel, computing, memory, performance, design",For contribution to design and modeling of power-efficient computer architectures,Nam Sung Kim,2020
7.013827,4.9739227,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to numerical linear algebra, numerical stability analysis, and communication of mathematics",Nicholas Higham,2020
8.680924,6.147107,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to digital geometry processing, computer animation, computer graphics and visual computing",Olga Sorkine-Hornung,2020
2.388418,5.273796,2,"contributions, software, programming, languages, verification, systems",For contributions to programming languages through the invention and development of abstract interpretation,Patrick Cousot,2020
5.844709,6.7555013,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to recommender systems, economics and computation, and online communities",Paul Resnick,2020
6.042822,5.9837523,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to automated planning, learning, and multiagent systems with applications in robotics and ecommerce",Peter Stone,2020
2.4805143,4.6612315,5,"contributions, algorithms, theory, complexity, computational, design",For making continuous state systems amenable to logical and computational treatment,Prakash Panangaden,2020
6.632902,3.0062997,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to data summarization and privacy enabling data management and analysis,Graham R. Cormode,2020
5.21223,5.789197,4,"contributions, database, data, management, systems, query",For contributions to data semantics and knowledge-enhanced computing,Amit Sheth,2020
4.0201883,1.9290252,1,"contributions, systems, wireless, internet, networks, distributed",For energy-efficient design methodologies and circuits that enabled ultralow-power wireless sensors and computing devices,Anantha Chandrakasan,2020
5.0397964,5.3691416,4,"contributions, database, data, management, systems, query",For contributions to data cleaning and data integration,Ihab F. Ilyas,2020
5.0165105,1.3311245,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to design, implementation, and tools of wireless systems",Suman Banerjee,2020
6.8616223,5.4747214,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to algorithmic electronic design automation,Yao-Wen Chang,2020
4.6765757,4.8579745,4,"contributions, database, data, management, systems, query","For contributions to distributed databases, column-store databases, deterministic databases, graph databases, and stream databases",Daniel J Abadi,2020
6.63495,2.7157927,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to the security, privacy, and usability of mobile systems",David Kotz,2020
7.1729937,6.289695,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to computational biology, data integration and deep learning applications for genome interpretation",Olga Troyanskaya,2020
6.1401334,6.2516947,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to collective intelligence,  including self-organizing systems and swarm robotics",Radhika Nagpal,2020
6.981422,3.1908202,0,"security, contributions, privacy, cryptography, systems, internet",For  contributions to cryptography and computer security,Ran Canetti,2020
6.504334,5.1935997,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to web science modeling, analytics, and algorithms",Ravi Kumar,2020
