x,y,cluster,keywords,citation,full_name,year
-38.087555,11.396052,8,"human, contributions, interaction, computer, computing, design","For contributions to visual communication through computer graphics, human-computer interaction, and information visualization",Maneesh Agrawala,2022
26.61773,-10.752119,2,"contributions, software, programming, languages, verification, systems","For contributions to program analysis, verification, parallelism, logic programming, and the IMDEA Software Institute",Manuel V Hermenegildo,2022
-43.084145,-6.265602,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to geometric computer vision and applications to AR/VR/MR, robotics, and autonomous vehicles",Marc Pollefeys,2022
-36.566734,15.157828,8,"human, contributions, interaction, computer, computing, design","For contributions to human-computer interaction, instrumental interaction and generative theory, and community leadership",Michel Beaudouin-Lafon,2022
-27.73024,-16.523102,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to machine learning research for imbalanced data, graphs, and interdisciplinary innovations",Nitesh Chawla,2022
4.720265,-26.825068,6,"contributions, parallel, computing, memory, performance, design","For contributions to the design of columnar, main-memory, and vectorized database systems",Peter Boncz,2022
35.72209,4.9115586,6,"contributions, parallel, computing, memory, performance, design",For contributions to memory hierarchy design,Moinuddin Qureshi,2022
17.84687,37.738968,6,"contributions, parallel, computing, memory, performance, design",For contributions to the design of high-performance integrated systems and ultra-low power edge circuits and architectures,David Atienza Alonso,2022
14.082883,35.77756,6,"contributions, parallel, computing, memory, performance, design",For contributions to hardware/software co-design of power and thermal efficient embedded computing,Joerg Henkel,2022
-23.639095,-8.773542,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to algorithm design with real-world implications and for mentoring and community-building,Samir Khuller,2022
-44.57618,-5.0146694,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to the foundations and applications of visual geometry and visual representations learning,Stefano Soatto,2022
18.769445,35.276127,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to low-power and communication-based design of embedded systems,Radu Marculescu,2022
-0.5652737,-9.912537,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to the foundations of cryptography,Rafael Pass,2022
26.8726,30.208942,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to software-defined wireless networking and applications to agriculture and rural broadband,Ranveer Chandra,2022
-48.860355,-3.5022893,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to subspace clustering and motion segmentation in computer vision,Rene Vidal,2022
-12.350069,-12.439719,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to the theory of online algorithms and quantum complexity theory,Sandy Irani,2022
-34.477173,4.314874,2,"contributions, software, programming, languages, verification, systems",For contributions to the analysis and testing of evolving systems and robotic systems,Sebastian Elbaum,2022
24.004911,32.845505,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to mobile and pervasive computing, and their applications in graceful aging and accessibility",Sumi Helal,2022
19.008875,-5.058266,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to computer system security and performance analysis,Tim Sherwood,2022
-25.819365,-19.222168,6,"contributions, parallel, computing, memory, performance, design",For foundational contributions to High Performance Computing and the application of HPC techniques to machine learning,Torsten Hoefler,2022
29.124058,26.450369,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to multimedia networking and network representation,Wenwu Zhu,2022
-30.035564,-32.904255,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to question answering, information retrieval, and natural language processing",Jimmy Lin,2022
-46.601536,-2.7662232,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to computer graphics and computer vision,Yizhou Yu,2022
26.839525,32.749596,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to wireless networks and mobile computing,Yuguang Fang,2022
20.401428,-11.831199,2,"contributions, software, programming, languages, verification, systems",For contributions to software testing and analysis,Zhendong Su,2022
22.407656,32.478752,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to ubiquitous computing and large-scale behavioral studies,Anind Dey,2021
-21.1443,-15.644775,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to approximation algorithms, online algorithms, stochastic algorithms and metric embeddings",Anupam Gupta,2021
23.133783,-6.6503925,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to verifying concurrent programs, probabilistic systems, security and database systems",Aravinda P Sistla,2021
11.149403,-13.047603,8,"human, contributions, interaction, computer, computing, design",For contributions to human values in the technical design process,Batya Friedman,2021
-20.634201,-0.013098327,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to knowledge representation and reasoning, automatic planning, and their applications in robotics",Bernhard Nebel,2021
-47.503777,-9.569175,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to large-scale object recognition, human detection, and pose estimation",Bernt Schiele,2021
28.408562,-7.741564,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to SMT solvers and network verification,Bjorner Nikolaj,2021
19.356276,37.38618,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to ultra-low power wireless sensing systems,Deepak Ganesan,2021
-7.644519,-33.215443,4,"contributions, database, data, management, systems, query",For contributions to query processing and optimization and to cloud database systems,Feifei Li,2021
-31.391232,11.848484,8,"human, contributions, interaction, computer, computing, design","For contributions to information retrieval, human-computer interaction, and computational health",Ryen W White,2021
19.393505,-3.0323205,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to microelectronics security and trust,Mark Tehranipoor,2021
-41.67632,-1.1776552,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to geometry processing, mesh parameterization, and perception-driven shape analysis and modeling",Alla Sheffer,2021
0.8095792,-7.2646956,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to cryptography,Brent Waters,2021
-6.4989085,-19.363873,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to proof theory and computational logic,Dale A Miller,2021
22.501406,33.892895,8,"human, contributions, interaction, computer, computing, design",For contributions to mobile systems for behavioral sensing and health interventions,Tanzeem Choudhury,2021
-30.445759,-20.350407,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to machine learning algorithms and their applications,Tie-Yan Liu,2021
-27.493235,-18.452797,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to scalable machine learning and healthcare,Edward Y Chang,2021
-19.545912,-15.937175,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to efficient algorithms for convex and nonconvex optimization,Elad Hazan,2021
-8.91851,-11.658413,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to theoretical computer science and inference,Elchanan Mossel,2021
-9.628308,2.7135894,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to the acquisition, representation, and dissemination of web-knowledge with applications to the medical domain",Evgeniy Gabrilovich,2021
-35.048904,-13.220811,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to database search and graph algorithms,Gautam Das,2021
33.792286,19.451832,1,"contributions, systems, wireless, internet, networks, distributed",For leadership in creating advanced research infrastructure including the first Internet interconnection point,Glenn Ricart,2021
6.6772776,21.385233,6,"contributions, parallel, computing, memory, performance, design",For contributions to neuromorphic computing and deep-learning acceleration,Hai Li,2021
23.10364,9.042249,6,"contributions, parallel, computing, memory, performance, design","For contributions to the communication, concurrency and resource control in parallel systems",Hubertus Franke,2021
-33.345665,18.156433,8,"human, contributions, interaction, computer, computing, design",For contributions to human-computer interaction and accessible computing,Jacob Otto Wobbrock,2021
-28.611422,-10.390712,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to algorithmic analysis of dynamical systems,Joel Ouaknine,2021
0.8284574,-9.432617,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to cryptographic protocol design and cryptography education,Jonathan Katz,2021
-1.9330556,19.08163,3,"computer, contributions, acm, computing, science, years",For contributions to research and implementation in computer science education,Judith Gal-Ezer,2021
2.187348,-10.567884,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to making public-key cryptography useful in practice,Leonard M. Adleman,2021
41.798847,6.425827,6,"contributions, parallel, computing, memory, performance, design",For contributions in computer architecture performance analysis and modeling,Lieven Eeckhout,2021
28.723745,31.185963,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to mobile and network systems,Lin Zhong,2021
2.9866292,-0.55811435,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to computer security and e-crime measures,Linda Jean Camp,2021
-12.839808,-18.715235,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to complexity theory and combinatorial optimization,Luca Trevisan,2021
-10.467566,-17.384464,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to computational complexity, information theory, and algorithmic mechanism design",Mark Braverman,2021
-23.022617,-18.689222,4,"contributions, database, data, management, systems, query",For contributions to data structures for biocomputing and big data,Martin Farach-Colton,2021
-34.578922,-0.42153344,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to robotic manipulation and manipulation path planning,Matthew T Mason,2021
-35.132153,21.329082,8,"human, contributions, interaction, computer, computing, design","For contributions to system-level design, embedded systems and assistive technologies for the visually impaired",Meenakshi Balakrishnan,2021
-53.749523,-5.4609795,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to visual tracking, face processing, and low-level vision",Ming-Hsuan Yang,2021
-36.381855,-25.266191,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to data mining algorithms and foundations,Mohammed Zaki,2021
-48.2255,-8.109491,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to human action recognition in video and leadership for undergraduate research experience,Mubarak Ali Shah,2021
-24.336807,5.8857894,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to artificial intelligence and multiagent systems and their applications in service-oriented computing and sociotechnical systems,Munindar P. Singh,2021
6.1924944,-5.250369,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to data privacy, access control, and trust management",Ninghui Li,2021
17.797913,-17.96576,2,"contributions, software, programming, languages, verification, systems",For contributions to software architecture,Paola Inverardi,2021
9.441359,24.070019,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to peer-to-peer systems and online social networks,Ben Y. Zhao,2021
-40.597477,-3.3662405,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to computer graphics, geometry processing and visual computing",Daniel Cohen-Or,2021
16.838503,14.000617,6,"contributions, parallel, computing, memory, performance, design","For contributions to high-performance computing systems, graph analytics, and technical leadership in parallel computing",David A Bader,2021
-18.506596,7.6893587,8,"human, contributions, interaction, computer, computing, design","For contributions to electronic design automation, including design for manufacturing and physical design",David Z. Pan,2021
-20.092096,14.216038,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to information and social network mining,Jie Tang,2021
4.460529,-3.315138,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to data security and privacy,Pierangela Samarati,2021
-0.565361,-9.912756,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to the foundations of cryptography,Rafail Ostrovsky,2021
-40.54701,-0.9168859,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to geometric modeling and computer graphics,Wenping Wang,2021
-15.485881,-11.7831745,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to cryptography, online algorithms, and algorithmic game theory",Amos Fiat,2021
36.68772,-14.981291,6,"contributions, parallel, computing, memory, performance, design",For contributions to computer architecture and compilers,David R Kaeli,2021
22.677921,-10.078732,2,"contributions, software, programming, languages, verification, systems",For contributions to software verification,Ranjit Jhala,2021
18.558859,20.124903,6,"contributions, parallel, computing, memory, performance, design",For contributions to high-performance computing in storage and parallel I/O,Robert B Ross,2021
-31.5411,-21.721935,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to online learning and decision problems,Robert Kleinberg,2021
-27.431442,11.639269,8,"human, contributions, interaction, computer, computing, design",For contributions to physiological signal sensing for individual health and wellbeing,Rosalind Wright Picard,2021
23.7875,-8.410799,2,"contributions, software, programming, languages, verification, systems","For contributions in process algebra, model checking, and runtime verification",Scott Smolka,2021
24.296284,-13.690425,2,"contributions, software, programming, languages, verification, systems","For contributions to software verification, software testing, and programming languages",Shaz Qadeer,2021
-27.369316,4.369994,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to automated planning, resource-bounded reasoning, and multi-agent systems",Shlomo Zilberstein,2021
-43.64606,0.39860368,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to modeling the appearance of physical materials,Steve Marschner,2021
-31.304901,-29.098516,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to statistical machine learning for information analysis, extraction, and integration",Sunita Sarawagi,2021
3.4883366,-1.7185462,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to cyber security, data protection, and privacy",Sushil Jajodia,2021
-42.65576,-0.024771897,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to acquisition, representation, analysis, rendering, and fabrication of 3D models",Szymon Rusinkiewicz,2021
12.081244,36.487843,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to power, thermal, and reliability management",Tajana Rosing,2021
19.616953,-11.344563,2,"contributions, software, programming, languages, verification, systems",For contributions to software testing and analytics,Tao Xie,2021
-20.518908,-31.805233,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to bioinformatics and medical informatics,Thomas Lengauer,2021
18.639822,-14.667894,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to mining software repositories and defect prediction,Thomas Zimmermann,2021
18.146877,34.630543,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to the design of power-constrained and real-time embedded systems,Xiaobo Sharon Hu,2021
-9.053127,1.3883669,4,"contributions, database, data, management, systems, query","For contributions to data integration, sharing, and management for scientific applications",Zachary Ives,2021
24.61367,37.32192,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to communication and security protocols for ad hoc and sensor networks,Zygmunt J. Haas,2021
4.4238997,-6.3774457,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to data privacy and cryptography,Adam Smith,2020
1.5090747,-13.49037,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to the field of cryptography,Adi Shamir,2020
-23.599697,-11.376392,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to algorithms and languages for numerical and scientific computing,Alan Edelman,2020
4.9038033,38.1912,6,"contributions, parallel, computing, memory, performance, design",For contributions to storage and computer systems,Andrea Arpaci-Dusseau,2020
23.087614,-23.179241,2,"contributions, software, programming, languages, verification, systems","For contributions to programming languages: their principles, logic, usability, and trustworthiness",Andrew D. Gordon,2020
-18.594236,13.047646,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to the understanding of the web and web-based social networks,Andrew Tomkins,2020
37.64358,7.4552555,6,"contributions, parallel, computing, memory, performance, design",For contributions to the design of energy-efficient and resilient computer architectures,Antonio Gonzalez,2020
26.848398,20.27642,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to networks and distributed computer systems,Arvind Krishnamurthy,2020
-33.511955,-37.371082,7,"contributions, learning, intelligence, artificial, mining, machine",For human-centered and linguistically inspired approaches to natural language processing,Bonnie J Dorr,2020
2.6193728,1.0466508,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to network forensics, security, and privacy, and for thwarting crimes against children",Brian Levine,2020
16.460594,-15.9260025,2,"contributions, software, programming, languages, verification, systems","For contributions to the theory of programming, and its application to the practice of engineering of software",C. Antony R. Hoare,2020
20.613539,34.75563,1,"contributions, systems, wireless, internet, networks, distributed","For design and development of the Linux Watch and SoulPad, which influenced wearable and mobile systems",Chandra Narayanaswami,2020
29.832542,-12.140876,2,"contributions, software, programming, languages, verification, systems",For contributions to static and dynamic program debugging and verification methods,Cormac Flanagan,2020
40.028328,4.763775,6,"contributions, parallel, computing, memory, performance, design",For contributions to software and hardware design for power-efficient computer architectures,David Brooks,2020
24.738886,19.84,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to networking infrastructure, including data center networking, network operating systems, and cloud networking",David Maltz,2020
19.508537,29.927538,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to adaptive real-time systems, real-time virtualization, and wireless cyber-physical systems",Chenyang Lu,2020
-28.225306,-20.313974,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to automated algorithm selection and configuration for optimization and machine learning,Holger H. Hoos,2020
-20.50767,-28.899933,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to bioinformatics, computational biology, knowledge mining and semantic data integration",Cathy H Wu,2020
-44.922806,-8.451086,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to probabilistic state estimation, RGB-D perception, and learning for robotics and computer vision",Dieter Fox,2020
11.349606,28.834726,6,"contributions, parallel, computing, memory, performance, design",For contributions to architectures and design tools for signal processing and networking accelerators,Keshab K. Parhi,2020
14.126663,-13.630326,2,"contributions, software, programming, languages, verification, systems","For contributions to empirical research on agile software development, software security, and software engineering education",Laurie Ann Williams,2020
41.458538,6.8562336,6,"contributions, parallel, computing, memory, performance, design","For contributions to the design, modeling and benchmarking of computer architectures",Lizy Kurian John,2020
-30.267227,18.45178,8,"human, contributions, interaction, computer, computing, design","For contributions to human-computer interaction, information retrieval, computer-supported cooperative work, and accessibility",Meredith Ringel Morris,2020
-38.806984,13.958621,8,"human, contributions, interaction, computer, computing, design","For contributions to game design, game and virtual reality networking, and body tracking",Michael J Zyda,2020
39.33951,33.304432,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to network measurement and analysis,Nicholas Duffield,2020
-18.103966,14.341098,0,"security, contributions, privacy, cryptography, systems, internet",For research on the vulnerability of social media networks to disinformation and manipulation,Filippo Menczer,2020
26.732172,-21.36203,2,"contributions, software, programming, languages, verification, systems","For contributions to the science of programming languages, particularly their operational and denotational semantics",Gordon Plotkin,2020
-23.233208,-11.384791,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to numerical algorithms, data analytics, and leadership in computational science and engineering",Haesun Park,2020
-48.89287,-10.9649105,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to large-scale multimedia content understanding, indexing and retrieval",Heng Tao Shen,2020
-30.821669,-30.9516,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to information retrieval, including topic detection and tracking",James Allan,2020
-34.1333,14.512635,8,"human, contributions, interaction, computer, computing, design",For contributions to design research in human-computer interaction,Jodi Forlizzi,2020
-35.47293,7.2149153,8,"human, contributions, interaction, computer, computing, design","For contributions in robotics, machine perception, human-computer interaction, and ubiquitous computing",John Canny,2020
23.797115,-7.412057,2,"contributions, software, programming, languages, verification, systems",For contributions to model checking of software and probabilistic systems,Joost-Pieter Katoen,2020
25.747486,-9.981762,2,"contributions, software, programming, languages, verification, systems",For the development of logical methods for design and verification of computational systems,Jose Meseguer,2020
23.163092,4.1577334,6,"contributions, parallel, computing, memory, performance, design",For contributions to the development of operating systems theory and for the implementation of the UNIX operating system,Kenneth Lane Thompson,2020
-25.06971,3.084379,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to artificial intelligence, including computational game theory, multi-agent systems, machine learning, and optimization",Kevin Leyton-Brown,2020
30.621296,38.159946,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to wireless system security and cloud data security,Kui Ren,2020
-43.41448,3.7332993,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to computer graphics,Kun Zhou,2020
36.15975,29.655201,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to network control and optimization with applications in communication networks,Leandros Tassiulas,2020
20.648634,-12.60333,2,"contributions, software, programming, languages, verification, systems",For contributions to automated software testing,Lionel Briand,2020
-35.379597,8.193913,8,"human, contributions, interaction, computer, computing, design",For contributions to socially assistive robotics and human-robot systems,Maja Mataric,2020
17.149895,12.452057,6,"contributions, parallel, computing, memory, performance, design",For contributions to high-performance parallel and distributed computing and computational science,Manish Parashar,2020
-9.039824,-14.66316,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to the foundations of computational complexity theory and its application to cryptography and program checking,Manuel Blum,2020
2.977433,-11.36143,0,"security, contributions, privacy, cryptography, systems, internet",For the invention of asymmetric public-key cryptography and the promulgation of a practical cryptographic key-exchange method,Martin Hellman,2020
-35.95231,12.90911,8,"human, contributions, interaction, computer, computing, design","For contributions to human-computer interaction, including scenario-based design",Mary Beth Rosson,2020
-38.270027,-4.298183,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to geometry processing and discrete differential geometry,Mathieu Desbrun,2020
-54.417576,-5.570751,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to face recognition, computer vision, and multimodal interaction",Matthew A Turk,2020
-13.70159,-11.023963,5,"contributions, algorithms, theory, complexity, computational, design","For fundamental, pioneering contributions to the theory of computation, probabilistic algorithms, and cryptography",Michael O. Rabin,2020
-1.04354,-10.080053,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to the foundations of cryptography and theoretical computer science,Moni Naor,2020
-21.648998,-16.119394,5,"contributions, algorithms, theory, complexity, computational, design","For design of efficient algorithmic techniques for big data, hashing, approximation algorithms, and metric embeddings",Moses Charikar,2020
15.167576,-13.991349,2,"contributions, software, programming, languages, verification, systems",For contributions to empirical software engineering and data-driven software development,Nachiappan Nagappan,2020
40.90358,7.0195765,6,"contributions, parallel, computing, memory, performance, design",For contribution to design and modeling of power-efficient computer architectures,Nam Sung Kim,2020
-22.444824,-11.554235,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to numerical linear algebra, numerical stability analysis, and communication of mathematics",Nicholas Higham,2020
-41.043434,-2.382086,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to digital geometry processing, computer animation, computer graphics and visual computing",Olga Sorkine-Hornung,2020
23.516373,-20.989357,2,"contributions, software, programming, languages, verification, systems",For contributions to programming languages through the invention and development of abstract interpretation,Patrick Cousot,2020
-22.488035,13.744527,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to recommender systems, economics and computation, and online communities",Paul Resnick,2020
-27.678938,3.3120506,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to automated planning, learning, and multiagent systems with applications in robotics and ecommerce",Peter Stone,2020
-3.647862,-19.63797,5,"contributions, algorithms, theory, complexity, computational, design",For making continuous state systems amenable to logical and computational treatment,Prakash Panangaden,2020
5.0881786,-5.570102,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to data summarization and privacy enabling data management and analysis,Graham R. Cormode,2020
-12.064618,3.3318846,4,"contributions, database, data, management, systems, query",For contributions to data semantics and knowledge-enhanced computing,Amit Sheth,2020
18.85611,37.485497,1,"contributions, systems, wireless, internet, networks, distributed",For energy-efficient design methodologies and circuits that enabled ultralow-power wireless sensors and computing devices,Anantha Chandrakasan,2020
-9.989571,0.40398997,4,"contributions, database, data, management, systems, query",For contributions to data cleaning and data integration,Ihab F. Ilyas,2020
29.702389,34.92407,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to design, implementation, and tools of wireless systems",Suman Banerjee,2020
-18.78923,5.7795672,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to algorithmic electronic design automation,Yao-Wen Chang,2020
3.8675728,-27.572414,4,"contributions, database, data, management, systems, query","For contributions to distributed databases, column-store databases, deterministic databases, graph databases, and stream databases",Daniel J Abadi,2020
6.5173655,-2.6785107,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to the security, privacy, and usability of mobile systems",David Kotz,2020
-20.333252,-27.596518,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to computational biology, data integration and deep learning applications for genome interpretation",Olga Troyanskaya,2020
-25.440832,1.8782948,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to collective intelligence,  including self-organizing systems and swarm robotics",Radhika Nagpal,2020
1.2504327,-7.6236415,0,"security, contributions, privacy, cryptography, systems, internet",For  contributions to cryptography and computer security,Ran Canetti,2020
